comment_text,true_toxic,pred_toxic,prob_toxic,true_severe_toxic,pred_severe_toxic,prob_severe_toxic,true_obscene,pred_obscene,prob_obscene,true_threat,pred_threat,prob_threat,true_insult,pred_insult,prob_insult,true_identity_hate,pred_identity_hate,prob_identity_hate
""" A kitten for you! lolz """,0,0,0.0839314,0,0,0.014134475,0,0,0.034375433,0,0,0.015925817,0,0,0.030740062,0,0,0.015331154
"Copyright problem removed This article was based on Powell A. W. B., New Zealand Mollusca, William Collins Publishers Ltd, Auckland, New Zealand 1979 ISBN 0-00-216906-1. It has been revised on this date to eliminate a probable copyright violation of that book. Earlier text must not be restored, unless it can be verified to be free of infringement. For legal reasons, we cannot accept copyrighted text or images borrowed from other web sites or printed material; such additions will be deleted. Contributors may use external websites as a source of information, but not as a source of sentences or phrases. Accordingly, the material may be rewritten, but only if it does not infringe on the copyright of the original or plagiarize from that source. Please see our guideline on non-free text for how to properly implement limited quotations of copyrighted text. Wikipedia takes copyright violations very seriously, and persistent violators will be blocked from editing. While we appreciate contributions, we must require all contributors to understand and comply with these policies. (For background on this situation, please see the related administrator's noticeboard discussion.) Thank you. (talk)",0,0,0.031576853,0,0,0.014071967,0,0,0.017941803,0,0,0.016293488,0,0,0.018983431,0,0,0.016137011
""" Well I learnt the hard way with a three month topic ban on Ayn Rand articles dealing with the american equivalents of Irvine22 (and by whose standards Irvine22 is mild). The """"call a spade a spade"""" issue was unfortunate. Either way his/her latest escapades earned a weeks block, the next will be longer. However I see that Rockpocket is setting him/her up with new targets TALK """,0,0,0.03262382,0,0,0.013908779,0,0,0.017962886,0,0,0.015725547,0,0,0.01870977,0,0,0.016104605
""" Wikipedia is not an indiscriminate collection of information. Unless and until you can show, with reliable sources, that this information is notableas in widely covered in mainstream sourcesit simply does not belong. → ₪ """,0,0,0.032045055,0,0,0.014011741,0,0,0.017703515,0,0,0.016179705,0,0,0.018862216,0,0,0.016172694
then how am i supposed to communicate...,0,0,0.037515696,0,0,0.014647054,0,0,0.019588742,0,0,0.016962737,0,0,0.019891063,0,0,0.016741147
"Looked through this article. Why do you think that RD entry is made (or meant) to irritate other users? (That wasn't the intention, however.)",0,0,0.031738143,0,0,0.014315604,0,0,0.018408492,0,0,0.016476287,0,0,0.018623762,0,0,0.0161242
""" No, I'm not ranting. And you're tautology about """"if they're editing against the sanction they will be sanctioned"""" is both laughable and irrelevant. I'm interested in editorial behavior and effect. And the odds are vanishingly slim you are even as remotely qualified as I am to have an opinion in these kinds of matters. Keep mashing buttons and your eye off the big picture. """,0,0,0.03518224,0,0,0.013320936,0,0,0.01829079,0,0,0.014952942,0,0,0.019151255,0,0,0.015406033
""" – er, no, but I can't really be bothered to argue about it any more. ╟─Tag►Counsellor of State─╢ """,0,0,0.033924207,0,0,0.014508979,0,0,0.018262316,0,0,0.016636487,0,0,0.019273829,0,0,0.016680527
Oaks and Homophobia I provided a full citation that proves Oaks' homophobia. How the fuck is that vandalism?,1,1,0.69917095,0,0,0.12668324,1,0,0.48909807,0,0,0.116991304,0,0,0.349958,0,0,0.120551154
""" is a scientifically proven epitome of an Arsehole (stretched and itching...) THAT's WHY he whines and bitches so pathetically on Wikipaedia Female masturbation techniques are quite numerous and perhaps more varied than those of males. They are influenced by a number of factors and personal preferences. Techniques include stroking or rubbing of the vulva, especially the clitoris, with the middle, index and/or second fingers. Sometimes one or more fingers may be inserted into the vagina to repeatedly stroke the frontal wall of the vagina where the g-spot is located. (Studies done by Masters & Johnson, however, have shown that only about 10% of women actually have orgasms through vaginal stimulation alone.) [citation needed] Masturbation aids such as a vibrator, dildo or Ben Wa balls can also be used to stimulate the vagina and clitoris. Many women will caress the breasts or stimulate a nipple with the free hand. Anal stimulation is also enjoyed by some because of the thousands of sensitive nerve endings located there. Lubrication is sometimes used during masturbation, especially when penetration is involved, but this is by no means universal and many women find their natural lubrication sufficient—some even produce more lubricant alone than with a partner, though the reasons for this seem to be primarily psychological. Women may masturbate in the bathtub, shower and hot tub, sometimes including the use of warm running water to stimulate the clitoris. Common positions include lying on back or face down, sitting, squatting, or even standing. Lying face down, one may straddle a pillow, the corner or edge of the bed, a partner's leg or some scrunched-up clothing and """"hump"""" the vulva and clitoris against it. Standing up, the corner of an item of furniture, or even a washing machine, can be used to stimulate the clitoris through the labia and clothing. A vibrating duck. By de-dramatising the nature of a vibrator, this kind of toy has gained wider acceptance. Some reach orgasm merely by crossing their legs tightly and clenching the muscles in their legs, which creates pressure on the genitals. This can potentially be done in public without observers noticing. Some prefer to use only pressure, applied to the clitoris without direct contact, for example by pressing the palm or ball of the hand against underwear or other clothing. A few women can orgasm spontaneously, after experiencing prior sexual arousal, due to intellectual stimulation alone, for instance listening to certain pieces of music. Often, these mental triggers have associations with previous instances of arousal and orgasm. Some women claim to be able to orgasm spontaneously by force of will alone, but that ability, if it exists at all, may not strictly qualify as masturbation as no physical stimulus is involved. Those who have difficulty reaching orgasm through sexual intercourse may find it easier to achieve an orgasm through masturbation. Sometimes sex therapists will recommend that female patients take time to masturbate to orgasm, especially if they have not masturbated before """,0,0,0.18507004,0,0,0.021743815,0,0,0.0731583,0,0,0.021781208,0,0,0.05457479,0,0,0.021637393
"User: Adam JWC Hi Sardaka, The above user has been using sockpuppet accounts and is still allowed to have his account? Can you pls show me how to report him as he is still abusing this website. Thanks! ~~114.77.216.28",0,0,0.035321202,0,0,0.013266439,0,0,0.01813277,0,0,0.014991797,0,0,0.019017672,0,0,0.015188129
"To Zora,, i have gotten all the pictures from one webpage and i dod not see any copyright rules,, but just to be safe,, i will take them down ,, and later i will find ones with copyrights ( ) ) thanks",0,0,0.032005172,0,0,0.014160266,0,0,0.017773055,0,0,0.016526146,0,0,0.01873592,0,0,0.015997268
"Pax, stop using pro-Serb sources so much. It makes you look like a Serb nationalist, and I know that you aren't and that you try to act neutral. Find other sources besides Serb sources as Serbs tend to propogand with their writing, especially in history. Just remember that.",0,0,0.035838638,0,0,0.013400513,0,0,0.018023752,0,0,0.015561076,0,0,0.018856052,0,0,0.015478253
""" My pleasue. You deserve it and thank you for considering the review. It means a lot to me. Cheers! Talk! .oOo. """,0,0,0.041212946,0,0,0.012901896,0,0,0.0198233,0,0,0.015007155,0,0,0.019932553,0,0,0.014555873
You've got another thing coming. Picker78 always wins. Picker78,0,0,0.04493802,0,0,0.013967639,0,0,0.021186968,0,0,0.015147008,0,0,0.020761253,0,0,0.015530337
""" All this has been cited. Making your """"complaints"""" feeble and unjustified. For someone who claims to be a Luftwaffe unthusiast, for you to calim Caldwell dubious as a source is the best one I have heard from you. Caldwell makes a point of reporting losses by the side that suffers them. He always mentions overclaiming. 2. Specfific dates are given, as you well know. (Either that or you don't read properly) 3. No it doesn't. It syas RAF Mustangs were included as well. 4. The context is you have been placing information into the D-Day to VE section which says the bulk of the LW was operating there. Caldwell and Muller say this is a non no. They are more reliable than Shores, who focsus more on Allied Air Forces. Do an online search on Caldwell. """,0,0,0.033363394,0,0,0.01364827,0,0,0.017946608,0,0,0.015546801,0,0,0.018824855,0,0,0.015740464
""" Parkwells, yes, I went to the source you referred/linked to regarding other visitors to Monticello and they had this to say: These family members are not mentioned in Thomas Jefferson’s Farm Book(7) as being visitors to Monticello (The Farm Book does not appear to be a log of visitors, but lists an accounting of his plantations, e.g. livestock, land, crops, costs, and slaves.) 'Not a logbook of visitors.' Hardly compelling.Schulz, your notion that Hyland's book has 'been ignored by scholars' simply because it is not mentioned at the cite you linked to is ridiculous, esp since it has indeed been endorsed by many scholars, including former members of the TJF. Hyland is Adjunct Professor at Stetson University, College of Law, at Tampa Bay, Florida. If you think that Hyland is dead, why don't you send him an email / WHYLAND@travelers.com and see how he feels about that. You have the wrong Hyland. Hyland's book came out in 2009, the Hyland you're referring to died in 2008. Please do you homework. And if you are ready to dismiss a source because of two spelling errors it is clear that your mind is quite closed and simply can't come to terms with the idea that there are a whole body of historians, professors, who exist outside of the box you seem to have enclosed yourself in. Even Albert Einstein was a poor speller. Btw, in the same paragraph you make issue with spelling errors you make a grammatical error, leaving a word out of your sentence: """"That said, Hyland's book is not (a) particularly good book"""". Is this your way of saying you're not reliable? Unbelievable. Both of you are clutching at straws and are not being fair to other points of view. """,0,0,0.031165779,0,0,0.014384709,0,0,0.017601972,0,0,0.016516004,0,0,0.018371534,0,0,0.0166093
"No idea what you are on about= Luhanskteplovoz - you reverted my edits to my previous edits when I was signed in (I am also User:shortfatlad) - I was adding the correct russian (ukrainian) language abbreviations, as found in the rest of the article. It is not vandalism. Please be more careful before you ascribe the label of vandalism to an act. Thank you.83.100.251.196",0,0,0.034361616,0,0,0.01341973,0,0,0.018064328,0,0,0.015432338,0,0,0.018924648,0,0,0.01531271
"You left me a note a couple days ago about whether I thought Abp. Burk would be named a Cardinal. . .I don't really know, but I doubt it. St. Louis is one of those diocese (Baltimore is the other that comes to mind) that sometimes has a Cardinal, but not always. We have not had one as Abp. since Cardinal Carberry retired in the early 1980's (he died in about 1998). I think as the church becomes less a European and North American church we will see fewer cardinals from small and mid-sized diocese like STL and more from Africa, Asia, and South America. I also think the controversies over things like St. Stans make it less likely thatBurke would get picked for a red hat.",0,0,0.032568313,0,0,0.01400738,0,0,0.01782195,0,0,0.01591751,0,0,0.01859167,0,0,0.01589479
""" You're right that speed cameras and lowered speed limits are an excellent way of taking the glamour out of motoring, and I fully support them for that reason despite the temporary rise in accidents that they cause. In the long run, as people are made to use sustainable, safer transport, this policy will save far more lives than it costs, and so I can't see how anyone but the most militant, reckless petrolhead would oppose it. I'm too busy to pool resources for the moment, but I will be adding some pages to my site in the near future about this important topic, and I will announce here when I have done so. I am also thinking about setting up a separate campaign site to make people aware of this often-overlooked benefit of cameras and other anti-car measures. But we need to be careful because as you say, it's necessary to operate in """"stealth mode"""" for the moment and pretend that the cameras/limits/etc are for short-term safety in order to stop Daily Wail readers and selfish cagers from moaning about being endangered by them (their deaths would arguably be beneficial to humanity, but that's another discussion). I would also encourage you to subscribe to uk.rec.cycling.moderated, which has been set up in part to stop cagers from pointing out the dangers presented by cameras (although technically correct, such arguments are disallowed on URCM in the interest of long-term road safety, which is clearly a good thing; it was difficult to oppose those arguments on uk.rec.cycling, which frustrated some of us, hence the need for uk.rec.cycling.moderated in order to suppress them). Guy () """,0,0,0.036762476,0,0,0.013221323,0,0,0.019145744,0,0,0.015387975,0,0,0.019585852,0,0,0.015367188
"""::To:User:Martin Hogbin: Look. I would do it if it were true to my knowledge and/or there existed some reliable sources to confirm that. The saveur.com article, the only source against my claim that I consider at least semi-reliable, says """"It can also be eaten before it is allowed to ferment"""". Do you think this confirms the existence of unfermented kimchi against all sources I gathered? Someone might like to have a bite of Sauerkraut before it is fermented. I don't want to argue with you or something, but I have heard that beer is made from only malt, hops, and water in Germany (as it should be). Unfortunately, at least in Korea, Japan, and the U.S., most beer includes rice, potato, corn starch, and many other ingredients I think unnecessary. At least they have ingredient lists on the bottles, and there are a lot of official documents on those additional ingredients. But kimchi is a different story. Like I said, I have never seen any packaged/jarred kimchi labeled """"unfermented"""", maybe except for Japanses """"kimuchi"""" which is more like pickled vegetables. And both traditional and contemporary kimchi is fermented. (they are not much different anyway.) Nevertheless, I am willing to temper my claim if editors can find even a couple of reliable sources that say some kimchi is unfermented. """,0,0,0.031763867,0,0,0.014016095,0,0,0.017912295,0,0,0.015984956,0,0,0.018575102,0,0,0.01603035
"it doesnt offend me about painful death or the war no, its unfortunately the way our world is today. Also",0,0,0.037611872,0,0,0.013144793,0,0,0.01884986,0,0,0.0152289225,0,0,0.019627485,0,0,0.015282405
"Another option would be to do a minimal cleanup of Rattlesnake and create a separate page for Crotalus. Actually, I think that's probably the best thing to do in this case. Although not always the most desireable solution, we could do the same thing in some other situations just to avoid attracting too much attention from the village elders. -)",0,0,0.032024752,0,0,0.0146447,0,0,0.017779116,0,0,0.016119156,0,0,0.019070754,0,0,0.016290003
"Heloo Hey, im new here...i would like to make new friends....can we chat on msn?.....what's your e-mail?",0,0,0.040848266,0,0,0.013445018,0,0,0.01996157,0,0,0.015516768,0,0,0.01947367,0,0,0.0147074405
"like this, hoe? 101.190.151.84",0,0,0.06025857,0,0,0.01289029,0,0,0.024279254,0,0,0.0146942,0,0,0.02412744,0,0,0.015054977
"I just wanted to ask, why doesn't this say anything about the arrest or abuse that took place at WMA? Several arrest were made amongst those in the adminstration of this school. People ended up in the witness protection program as a result of some of the crimes that took place at this school. How is there nothing mentioning the drug trafficing, solicitation of prostitution, and physical abuse and neglect that took place at this school? I wish scars were a resource because I still have those left over from Wentworth even though it is seven years later.",0,0,0.034907617,0,0,0.013827228,0,0,0.01828472,0,0,0.015573885,0,0,0.018939333,0,0,0.0152522875
""" Vandalism by User:Wiggy! deletes OFFICIAL polish name 1. FC Katowice from 1920s, 1930s and today. manipulation with name club in today, club was reactivated in 2007, with named! arms! formed date 1905! and other. This is not only the same name. Even, if it is the conflict, need to leave neutral intro. cheating with a """"German club"""", from 1922 do 1939 this is polish club! I know, you interested in the old German clubs but this club is different. Please, make your """"German"""" cleanup in example Diana Kattowitz or Germania Kattowitz - they were the only German and were not reactivated. """,0,0,0.03905913,0,0,0.012955933,0,0,0.019113364,0,0,0.014763855,0,0,0.019415235,0,0,0.014947802
REDIRECT Talk:Conspiracy Theory with Jesse Ventura,0,0,0.03518292,0,0,0.014522103,0,0,0.019208599,0,0,0.016298631,0,0,0.019616006,0,0,0.01624739
""" July 2006 (UTC) Stop trying to twist everything I say into a personal attack - it's uncivil, just like your usage of profanity. Nobody is attacking you. You don't need to put on a """"show"""" and pretend like you've been severely injured. This isn't a soccer match. Thanks. 04:51, 26""",0,0,0.038316,0,0,0.013314669,0,0,0.018912993,0,0,0.014755028,0,0,0.018627157,0,0,0.01507277
""" Are you forgetting, Risker, that it was I that embraced Giano's plan to get Vk unblocked and presented it to the community? It was he and I that did most of the work drafting the conditions. It was my continuing interest that helped get him back to a position where he can edit. Vk (and Giano) were more than happy to have my input when he thought it would get him unblocked, but now the conditions are not to Vk's liking - despite what he agreed at the time - suddenly the accusations against me start again. What is really sad is that you seem to buy into it. I strongly resent your implication that I want him banned. I supported a ban in the past, true, along with many other editors. But the accusation makes absolutely no sense, considering how was already banned (twice) and both times I worked to get it lifted, this despite some atrocious personal abuse from Vk in the past. So I'll tell you what, I may not forget how editors responded to me, but I don't hold it against them to the detriment of the project. et """,0,0,0.032828096,0,0,0.014208928,0,0,0.01778892,0,0,0.016071213,0,0,0.018863274,0,0,0.015843725
"Placings Do we know the rank of the other 9 acts who didn't win? In particular, I wanted to know who came 2nd.",0,0,0.034218237,0,0,0.014761379,0,0,0.018535728,0,0,0.01658088,0,0,0.019397432,0,0,0.016582606
"Innocent or not? VOTE HERE! I say, probably guilty... but I don't see the evidence that it's beyond reasonable doubt. (Note: The point of this poll is not to set Wikipedia up as a court... the idea is to vote based on what you read in the article, so we can all check if POV is, er, NPOV)",0,0,0.03246751,0,0,0.014084502,0,0,0.017658437,0,0,0.01587438,0,0,0.01862852,0,0,0.01593588
One Question What was Mr. Anderson's wife's name?,0,0,0.036880516,0,0,0.0147293825,0,0,0.019572614,0,0,0.016468013,0,0,0.02106603,0,0,0.016006166
hi sir thanks for your interest in my page about Spree software. i was interested to learn about Spree because it is written in Ruby. I found the dead-link in Wikipedia and that is why i wrote the new wiki page to help out. I wrote a one-liner pasted from the Spree website. But if it is your opinion that it is an ad for them then would you prefer i delete it all or just change it? Welcome to edit it or delete it but Spree happens to exist. I am not a Spree user i just like the Ruby programming and Spree seems a change from most shop-software that is usually written in PHP-MySQL.,0,0,0.032884732,0,0,0.013677026,0,0,0.018144805,0,0,0.015863448,0,0,0.018768473,0,0,0.015637504
http://my.safaribooksonline.com/book/electrical-engineering/9788131760901/1-transformers/navpoint-62 says 'Let the turns ratio be ‘a’.' No evidence of original research on my part here.,0,0,0.03216267,0,0,0.014348894,0,0,0.018699229,0,0,0.016178915,0,0,0.01904817,0,0,0.015906265
""" Singer List? Hi. I have an idea that would allow people to view various prospects for Scott Weilands replacement in an easier way rather than just posting sentences in the """"Split from Weiland"""" section... How about someone ends the """"Split..."""" section with a closing paragraph about Scott leaving and then they form a new section titled something like: """"Rumored replacement singers"""" or something like that. And that section can have an opening statement saying """"Numerous individuals have been considered for scott weilands replacement; they include:"""" and then below, write a list of every person who has been rumored. It is easier to find names rather than searching through a section of the article that doesnt even have a title relevant to the fact that VR is looking for a new singer... Anyways, please let me know what you think on this idea... I am open to criticism and it doesnt bother me if you disagree with this idea, just let me know, thanks. Zach""",0,0,0.030915424,0,0,0.014432807,0,0,0.017934436,0,0,0.016042773,0,0,0.018705804,0,0,0.016270416
"L.A. Noire (2011 video game) Hi Diego Moya. I noticed you created the page with nothing but a link to L.A. Noire. I turned the page into a redirect into that page, and looking at the target article, I think that's what you probably meant to do, but I wanted to make sure. Thanks,",0,0,0.032308184,0,0,0.014558355,0,0,0.018457029,0,0,0.016310425,0,0,0.01842074,0,0,0.016161468
""" I've added the """""""" template to the article Daniel Love, suggesting that it be deleted according to the proposed deletion process. All contributions are appreciated, but I don't believe it satisfies Wikipedia's criteria for inclusion, and I've explained why in the deletion notice (see also Wikipedia:What Wikipedia is not and Wikipedia:Notability). Please either work to improve the article if the topic is worthy of inclusion in Wikipedia, or, if you disagree, discuss the issues raised at Talk:Daniel Love. If you remove the template, the article will not be deleted, but note that it may still be sent to Wikipedia:Articles for deletion, where it may be deleted if consensus to delete is reached. | Talk """,0,0,0.031209588,0,0,0.014276336,0,0,0.018089868,0,0,0.016019592,0,0,0.018797517,0,0,0.01597838
""" I nearly get blocked? Lol. I didn't broke any rule, I even was reported for breaking the WP:3RR and I didn't get blocked because I didn't broke it. Check the log. You even asked Spellcast to block me because you're not thinking clearly. How is he going to block when I haven't done anything wrong? You mad? It's a zero! """,1,0,0.051088773,0,0,0.012463708,0,0,0.022256806,0,0,0.014459665,0,0,0.020934083,0,0,0.014385784
""" All of a sudden everyone is an expert on WP. In Gaza, even the Red Cross accepts that the intention is probably to use WP to create smoke rather than to deliberately injure; the Associated Press quotes the ICRC's Peter Herby as saying: """"It's not very unusual to use phosphorus to create smoke or illuminate a target. We have no evidence to suggest it's being used in any other way."""" WP smoke rounds are not classed as an incendiary weapon either. This is because the 1980 Geneva Protocol on Incendiary Weapons specifically does not cover """"Munitions which may have incidental incendiary effects, such as illuminants, tracers, smoke or signaling systems."""" … the case put forward by Human Rights Watch and others is not that WP is an incendiary, but that its use """"violates the requirement under international humanitarian law to take all feasible precautions to avoid civilian injury and loss of life."""" This looks like a reference to a different treaty, the 1949 Geneva Protocol, which has a section on """"General protection against effects of hostilities"""". http://blog.wired.com/defense/2009/01/white-phosphoru.html """,0,0,0.03300108,0,0,0.013970561,0,0,0.018304126,0,0,0.015885424,0,0,0.019315695,0,0,0.01594478
"regarding KOI-172.02 hi Marnette, the source is http://en.wikipedia.org/wiki/KOI-172.02 . isnt that obvious enough?",0,0,0.031383667,0,0,0.01438431,0,0,0.018223995,0,0,0.016182803,0,0,0.019230617,0,0,0.016549652
"Oh, and another thing, this book discredits/updates a lot of information that is presented in this article. I would suggest that this article be demoted from being a FEATURED ARTICLE until such time that this article can be sufficiently updated with the most recent scientific findings. Thank you. 140.247.141.165",0,0,0.031001393,0,0,0.014054155,0,0,0.017979516,0,0,0.016043225,0,0,0.018672941,0,0,0.016364878
"Ta. Well I still think there might be some against this, I don't know if it offsets any numbering of the films, so I was hesitant to change it straight away. I don't blame anyone for questioning this, because this is the first thing I looked at when I saw the list on their website...",0,0,0.03257609,0,0,0.014037066,0,0,0.017971821,0,0,0.016272185,0,0,0.018513177,0,0,0.015849356
""" Well actually no, I was thinking of a button that should be on the toolbar when you are in """"edit"""" mode. At the far left is an """"add citation"""" button. Click on that and it should give you a drop down menu for web, news, etc., and click on that and you should get a form to fill out. Why not try it and see if it works. """,0,0,0.03150154,0,0,0.014405302,0,0,0.018017992,0,0,0.016191505,0,0,0.018638257,0,0,0.01636256
All I have to say is that Cleary is an ...,0,0,0.03602597,0,0,0.014475798,0,0,0.018544117,0,0,0.016529378,0,0,0.019449294,0,0,0.01651423
"(with inaccuracy because the Earth is not exactly spherical, and also because modern kilometers are defined another way - see kilometer)",0,0,0.032788053,0,0,0.014421526,0,0,0.018006258,0,0,0.01638561,0,0,0.019329103,0,0,0.01702075
"""== Perceptions of cuteness == I am ambivalent about the old meme reference in this section that the below poster complains about. However, I do have a real criticism: The line """"here are good evolutionary reasons to expect humans to find juvenile humans, and perhaps juvenile animals in general, cute."""" should definitly either expound on the alluded-to """"good reasons"""", or at the least link to somewhere in wikipedia where these reasons are enumerated and explained. -B. McGrauw (not logged in) I think the whole perceptions of cuteness section should be removed to improve the focus of the article. What things people find cute and possible reasons for that is an interesting question, but it is an anthropological question and serves only to muddle this article. In any case, the """"Every time you masturbate..."""" joke should be removed. It was popular among internet humorists for a while, but not really worthy of note outside of its own article; also, it is an off color joke and goes completely against the tone of the rest of the article. Any thoughts? Hey.. i was looking for imformation on how to take care of abandoned kittens and came acrossed the discussion board.. i cant believe like a page was devoted to whether or not an article should linked on the page.. who really cares... i hope yas rnt losing sleep over it...(n)... i dunt mean to sound like a biotch... but its boring to read about all the complaints... and the point of the board is to write about cats/kittens.. atleast thats what the impression i got .. could b wrong though (anon) The reference to the """"Every time you masturbate..."""" joke should be removed. It does nothing to enhance the article. And every time some kid looks up kitten on wikipedia, a parent has to answer questions about masturbation. It's offensive, if nothing else. In response to the first anon, this page is actually for discussion on how the article can be improved. Some off-topic comments are usually tolerated but long discussion threads are generally seen as disruptive. In response to Wabazana, Wikipedia is not censored for the protection of minors. However, I do agree that this particular reference is a bit of a systemic bias towards nerdy references. I've boldly changed it to refer to Hello Kitty (which was already in 'see also'), which I think we can agree is going to be more familiar to the average reader. Lovely though it is, is """"perceptions of cuteness"""" really encyclopaedic? Well, it's interesting. It's written in a neutral point of view. And as regards verifiability, if 'kittens are cute' isn't common knowledge, then I don't know what is. So yes, I for one think it's encyclopaedic. ( T | C | A ) I read about the '""""perceptions of cuteness"""" discussion on the wiki kitten page in the Wall Street Journal, Wed. August 15th edition, and was thrilled. The cuteness of kittens/cats is one of my favorite subjects, to the annoyance of everyone who knows me. I do agree with another poster's comment that the pics of the kittens on this page aren't necessarily the best. Feel free to use this picture of my kitten PJ. http://commons.wikimedia.org/wiki/Image:Pj_blinds.jpg I believe when one sets his/her eyes on this image, there can be no question of the cuteness of kittens. Earnest t. bass is legendary and also a good example. """,0,0,0.03159098,0,0,0.013949538,0,0,0.017984416,0,0,0.015686227,0,0,0.018462187,0,0,0.015872637
It is possible I did some mistake.,0,0,0.038592085,0,0,0.013941918,0,0,0.018843565,0,0,0.016386477,0,0,0.020061268,0,0,0.015726227
"Listen Up! Go Fuck Yourself, Asswipe!",1,1,0.7666638,0,0,0.3190828,1,1,0.69379175,0,0,0.26744178,1,1,0.59172004,0,0,0.3153861
".38 Calibre Please read Wikipedia:Citing sources which reflects that citations are wanted at the Wiki. This is a well researched article with appropriate citations, it is not a dump.",0,0,0.031945884,0,0,0.014102776,0,0,0.017909251,0,0,0.016066771,0,0,0.018572852,0,0,0.016160656
Thanks! It's good to be back. D (聖やや),0,0,0.036437266,0,0,0.014364629,0,0,0.019428212,0,0,0.016021276,0,0,0.019317312,0,0,0.01607515
"""::::I maybe wrong but shouldn't they have created one group of women who didn't wear bras and a second group who did, and have breasts of all sizes? I mean, all this study seems to prove is that in women who don't wear bras and have small breasts have less cancer then women who do wear bras and have large breasts, it doesn't disprove that bras aren't a factor because it doesn't examine just the bras. I'm not saying we should give it a whole section, but it seems to me that, unless I'm misunderstanding the results you're citing, they haven't disproved anything.Heghlu meH QaQ jajvam """,0,0,0.033158444,0,0,0.013847914,0,0,0.0181388,0,0,0.015804939,0,0,0.018877026,0,0,0.01571828
""" Re: your message I'm really not sure how to do that... I'll have to experiment for a while first. T """,0,0,0.03368494,0,0,0.014128284,0,0,0.018172598,0,0,0.016145227,0,0,0.018815486,0,0,0.016231522
"History of Washington, D.C Please restore my edits. If you believe that there are too many links, feel free to remove those that you believe to be excessive or redundant. Thanks. Corker1:14-Aug-2008",0,0,0.032297496,0,0,0.014190199,0,0,0.018086446,0,0,0.016073829,0,0,0.018683253,0,0,0.01611619
WP:ANI#Do_admins_deserve_harrassment.3F This amused me. -,0,0,0.051043365,0,0,0.012834661,0,0,0.022244317,0,0,0.014434314,0,0,0.021383427,0,0,0.014658041
In what way wasn't it a success (I hate to ask)?,0,0,0.03495777,0,0,0.01407331,0,0,0.018861722,0,0,0.016349243,0,0,0.019820455,0,0,0.015799146
"That's just a web site with no academic authority. Just because you are providing a link doesn't mean you can include any bullshit that you want in Wikipedia articles. Here is a link to Iranica's index, witth multiple entries on both Afghanistand and Aryana. Show me where it says Aryana or Ariana is or was in Afghanistan. I think encyclopedia Iranica with hundreds of scholars working on it, each a world authority in his/her respective area of experties, is a little more authoritative than a web site of the embassy of Afghanistan.",0,0,0.04834861,0,0,0.013314155,0,0,0.021985939,0,0,0.014194548,0,0,0.02112782,0,0,0.014800557
"And your proposed classification for myeloproliferative diseases, which are neoplastic but neither tumors nor cancers is exactly what again? I don't think that these words would exist in modern medicine if they weren't necessary on occasion.",0,0,0.03306648,0,0,0.0138323195,0,0,0.018072966,0,0,0.015818585,0,0,0.019146178,0,0,0.015997635
""" So cite it, as they are the actual direct primary source. The so-called """"independent sources"""" that have been cited in this article, like the SPLC, are neither """"reliable"""" nor """"realistic"""" and nor are they even """"accurate"""". """"Image"""" is subjective and POV, whereas, the actual facts are NPOV. Again, it is clear that you are not interested in factual accuracy in the article. You can revert it and just make such Wikipedia articles not relevant nor accurate as usual as this is just becoming ever more common and well-known in the internet community, or just as is the """"dinosaur"""" mass media. Do a little independent research yourself and you will see that everything I had changed IS FACTUAL, whereas the article you reverted back to is NOT FACTUAL. That is fine with me, as this only reflects Wikipedia's difficulty with ever having or in getting the facts straight and correct verses being just SPLC false propaganda. So be it! =============================================================================================""",0,0,0.03149154,0,0,0.014120689,0,0,0.017637877,0,0,0.01587435,0,0,0.018939134,0,0,0.016040124
"Books that mention Jack Sarfatti significantly include== Not a complete list: Cosmic Trigger by Robert Anton Wilson The Star Gate Conspiracy by Pincknett & Prince Time Warps by John Gribbon Alien Intelligence by ... Dancing Wu Li Masters by Gary Zukav [Jack Sarfatti] 12:58 AM PCT October, 14, 2005 ==",0,0,0.03674501,0,0,0.01322401,0,0,0.01908144,0,0,0.014843986,0,0,0.019779053,0,0,0.015207484
""" SPLC's views Why is it that a group, the Southern Poverty Law Center here, is the final arbiter of what is or is not a """"hate group""""?""",0,0,0.034744065,0,0,0.014426005,0,0,0.018218664,0,0,0.015713064,0,0,0.019071857,0,0,0.015757212
Nice job So you just go around destroying other people's efforts of completing half-done wikipedia pages? Go away.,0,0,0.037630863,0,0,0.013840791,0,0,0.018827412,0,0,0.014993297,0,0,0.019332761,0,0,0.015331004
""" Whoops! Whoopsie! I didn't mean to revert your edits to the article Cahnite. I did it as I was looking through the edits that were added to the article that I wrote when I accidentally clicked the rollback button ). Hope you can forgive me. Cheers, flame """,0,0,0.03853978,0,0,0.012822366,0,0,0.019305527,0,0,0.015042056,0,0,0.019240363,0,0,0.014640861
"Sounds good, I'll take a look at it when I'm all done and dusted and see what I can do about the issues you've mentioned. It'll also allow me to get in there and dust out any cobwebs and give it a bit more of a me touch. Thanks very much for what you've done though and I'll get back to you soon.",0,0,0.034665138,0,0,0.01400686,0,0,0.01873014,0,0,0.015895087,0,0,0.018984456,0,0,0.015641997
openin' that can o' worms. See ya round,0,0,0.09279789,0,0,0.015827859,0,0,0.035678856,0,0,0.018034216,0,0,0.03063992,0,0,0.017637521
